,mrp,ram_space,storage_space,os,storage_type,ram_type,cpu,display_size,touch_screen,warranty
508,62190.0,8 GB,1 TB,WIN,HDD,DDR4,INTEL CORE I5,15.6,NO,2 Y
509,24390.0,4 GB,64 GB,CHROME OS,EMMC,DDR4,INTEL CELERON DUAL CORE,15.6,YES,1 Y
510,196990.0,16 GB,1 TB,WIN,SSD,DDR5,RYZEN 9 OCTA CORE,15.6,NO,1 Y
511,38705.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 5 QUAD CORE,15.6,NO,2 Y
512,36990.0,8 GB,1 TB,WIN,HDD,DDR4,INTEL CORE I3,15.6,NO,2 Y
513,159990.0,16 GB,1 TB,WIN,SSD,DDR4,RYZEN 7 OCTA CORE,15.6,NO,1 Y
514,34490.0,4 GB,256 GB,WIN,SSD,DDR4,INTEL CORE I3,14.0,NO,1 Y
515,99990.0,16 GB,512 GB,WIN,SSD,DDR4,RYZEN 9 OCTA CORE,16.6,NO,1 Y
516,85990.0,16 GB,1 TB,WIN,SSD,DDR4,RYZEN 7 OCTA CORE,15.6,NO,1 Y
517,35590.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 3 DUAL CORE,15.6,NO,2 Y
518,79990.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,13.3,NO,1 Y
519,20990.0,4 GB,128 GB,WIN,SSD,DDR4,INTEL CELERON QUAD CORE,14.0,NO,1 Y
520,150990.0,16 GB,1 TB,WIN,SSD,DDR4,RYZEN 9 OCTA CORE,15.6,NO,1 Y
521,39990.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I3,15.6,NO,2 Y
522,41490.0,8 GB,1 TB,WIN,SSD,DDR4,INTEL CORE I3,15.6,NO,1 Y
523,206581.0,16 GB,1 TB,WIN,SSD,DDR5,RYZEN 7 OCTA CORE,15.6,NO,1 Y
524,59990.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 5 HEXA CORE,15.6,NO,1 Y
525,62990.0,16 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,15.6,NO,1 Y
526,194990.0,16 GB,1 TB,WIN,SSD,DDR5,RYZEN 9 OCTA CORE,15.6,NO,1 Y
527,44990.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 5 HEXA CORE,15.6,NO,2 Y
528,194990.0,16 GB,1 TB,WIN,SSD,DDR5,RYZEN 9 OCTA CORE,15.6,NO,1 Y
529,62990.0,8 GB,1 TB,WIN,SSD,DDR4,RYZEN 5 HEXA CORE,15.6,NO,1 Y
530,39990.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,15.6,NO,1 Y
531,196990.0,16 GB,1 TB,WIN,SSD,DDR5,RYZEN 9 OCTA CORE,15.6,NO,1 Y
532,61990.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 5 HEXA CORE,15.6,NO,1 Y
533,105990.0,16 GB,1 TB,WIN,SSD,DDR5,RYZEN 7 OCTA CORE,15.6,NO,1 Y
534,155490.0,16 GB,1 TB,WIN,SSD,DDR5,INTEL CORE I7,15.6,NO,1 Y
535,19990.0,4 GB,128 GB,WIN,SSD,DDR4,INTEL CELERON DUAL CORE,14.1,NO,1 Y
536,38705.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 5 QUAD CORE,15.6,NO,2 Y
537,85990.0,16 GB,1 TB,WIN,SSD,DDR4,RYZEN 7 OCTA CORE,15.6,NO,1 Y
538,33499.0,4 GB,1 TB,WIN,HDD,DDR4,INTEL CORE I3,15.6,NO,1 Y
539,42990.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,15.6,NO,1 Y
540,35590.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 3 DUAL CORE,15.6,NO,2 Y
541,150990.0,16 GB,1 TB,WIN,SSD,DDR4,RYZEN 9 OCTA CORE,15.6,NO,1 Y
542,63990.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,15.6,NO,1 Y
543,124990.0,16 GB,1 TB,WIN,SSD,DDR4,INTEL CORE I9,15.6,NO,1 Y
544,21990.0,4 GB,64 GB,WIN,EMMC,DDR4,INTEL CELERON DUAL CORE,11.6,NO,1 Y
545,30100.0,4 GB,256 GB,WIN,SSD,DDR4,INTEL CELERON DUAL CORE,14.0,NO,1 Y
546,36990.0,8 GB,256 GB,WIN,SSD,DDR4,INTEL CORE I3,14.0,NO,2 Y
547,39990.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I3,15.6,NO,2 Y
548,199990.0,32 GB,1 TB,WIN,SSD,DDR5,INTEL CORE I7,17.3,NO,1 Y
549,61130.0,8 GB,1 TB,WIN,SSD,DDR4,INTEL CORE I5,15.6,NO,1 Y
550,194990.0,16 GB,1 TB,WIN,SSD,DDR5,RYZEN 9 OCTA CORE,15.6,NO,1 Y
551,44990.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 5 HEXA CORE,15.6,NO,2 Y
552,40990.0,8 GB,1 TB,WIN,SSD,DDR4,INTEL CORE I3,15.6,NO,1 Y
553,75990.0,8 GB,1 TB,WIN,SSD,DDR4,INTEL CORE I5,15.6,NO,1 Y
554,46890.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I3,15.6,NO,1 Y
555,37390.0,8 GB,256 GB,WIN,SSD,DDR4,INTEL CORE I3,15.6,NO,1 Y
556,36990.0,8 GB,256 GB,WIN,SSD,DDR4,INTEL CORE I3,14.0,NO,2 Y
557,39990.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I3,15.6,NO,2 Y
558,68490.0,16 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,15.6,NO,1 Y
559,19990.0,4 GB,64 GB,WIN,EMMC,DDR4,INTEL CELERON DUAL CORE,11.6,NO,1 Y
560,39990.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,15.6,NO,1 Y
561,196990.0,16 GB,1 TB,WIN,SSD,DDR5,RYZEN 9 OCTA CORE,15.6,NO,1 Y
562,89990.0,16 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I7,14.0,NO,1 Y
563,59790.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,15.6,NO,1 Y
564,125990.0,16 GB,1 TB,WIN,SSD,DDR4,INTEL CORE I9,15.6,NO,2 Y
565,249990.0,32 GB,2 TB,WIN,SSD,DDR5,RYZEN 7 OCTA CORE,16.0,NO,1 Y
566,38705.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 5 QUAD CORE,15.6,NO,2 Y
567,85990.0,16 GB,1 TB,WIN,SSD,DDR4,RYZEN 7 OCTA CORE,15.6,NO,1 Y
568,149990.0,16 GB,1 TB,WIN,SSD,DDR5,RYZEN 7 OCTA CORE,15.6,NO,1 Y
569,36990.0,8 GB,256 GB,WIN,SSD,DDR4,INTEL PENTIUM QUAD CORE,15.6,NO,1 Y
570,35590.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 3 DUAL CORE,15.6,NO,2 Y
571,150990.0,16 GB,1 TB,WIN,SSD,DDR4,RYZEN 9 OCTA CORE,15.6,NO,1 Y
572,85990.0,16 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,15.6,NO,1 Y
573,60990.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 7 OCTA CORE,14.0,NO,1 Y
574,87900.0,8 GB,512 GB,WIN,SSD,DDR5,INTEL CORE I5,15.6,NO,1 Y
575,27490.0,4 GB,1 TB,WIN,HDD,DDR4,AMD DUAL CORE,15.6,NO,1 Y
576,36990.0,8 GB,256 GB,WIN,SSD,DDR4,INTEL PENTIUM QUAD CORE,15.6,NO,1 Y
577,249990.0,32 GB,2 TB,WIN,SSD,DDR5,RYZEN 7 OCTA CORE,16.0,NO,1 Y
578,149990.0,16 GB,1 TB,WIN,SSD,DDR5,RYZEN 7 OCTA CORE,15.6,NO,1 Y
579,39990.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,15.6,NO,1 Y
580,28999.0,8 GB,1 TB,WIN,HDD,DDR4,RYZEN 3 DUAL CORE,14.0,NO,1 Y
581,87900.0,8 GB,512 GB,WIN,SSD,DDR5,INTEL CORE I5,15.6,NO,1 Y
582,117990.0,16 GB,1 TB,WIN,SSD,DDR4,INTEL CORE I7,15.6,NO,1 Y
583,38705.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 5 QUAD CORE,15.6,NO,2 Y
584,85990.0,16 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,15.6,NO,1 Y
585,61497.0,8 GB,1 TB,WIN,SSD,DDR4,INTEL CORE I5,15.6,NO,1 Y
586,70400.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 5 HEXA CORE,16.1,NO,1 Y
587,196990.0,16 GB,1 TB,WIN,SSD,DDR5,RYZEN 9 OCTA CORE,15.6,NO,1 Y
588,69000.0,16 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,14.0,NO,1 Y
589,64490.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 5 HEXA CORE,15.6,NO,1 Y
590,149990.0,16 GB,1 TB,WIN,SSD,DDR5,RYZEN 7 OCTA CORE,15.6,NO,1 Y
591,85990.0,16 GB,1 TB,WIN,SSD,DDR4,RYZEN 7 OCTA CORE,15.6,NO,1 Y
592,96579.0,8 GB,512 GB,WIN,SSD,DDR5,RYZEN 5 HEXA CORE,16.1,NO,1 Y
593,101990.0,16 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I7,15.6,NO,1 Y
594,89990.0,16 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I7,14.0,NO,1 Y
595,35590.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 3 DUAL CORE,15.6,NO,2 Y
596,94990.0,8 GB,512 GB,WIN,SSD,DDR5,RYZEN 7 OCTA CORE,16.1,NO,1 Y
598,46900.0,8 GB,1 TB,WIN,SSD,DDR4,INTEL CORE I3,15.0,NO,2 M
599,150990.0,16 GB,1 TB,WIN,SSD,DDR4,RYZEN 9 OCTA CORE,15.6,NO,1 Y
600,36990.0,8 GB,256 GB,WIN,SSD,DDR4,INTEL CORE I3,14.0,NO,2 Y
601,39990.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I3,15.6,NO,2 Y
603,116490.0,16 GB,1 TB,WIN,SSD,DDR5,INTEL CORE I7,15.6,NO,1 Y
604,64590.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 3 HEXA CORE,15.6,NO,1 Y
605,137990.0,16 GB,1 TB,WIN,SSD,DDR5,INTEL CORE I7,15.6,NO,1 Y
606,39990.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,15.6,NO,1 Y
607,196990.0,16 GB,1 TB,WIN,SSD,DDR5,RYZEN 9 OCTA CORE,15.6,NO,1 Y
608,55690.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,14.0,NO,1 Y
609,109990.0,16 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I7,15.6,NO,1 Y
610,38705.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 5 QUAD CORE,15.6,NO,2 Y
611,85990.0,16 GB,1 TB,WIN,SSD,DDR4,RYZEN 7 OCTA CORE,15.6,NO,1 Y
612,79990.0,8 GB,1 TB,WIN,SSD,DDR4,INTEL CORE I7,15.6,NO,1 Y
613,130500.0,16 GB,1 TB,WIN,SSD,DDR4,RYZEN 9 OCTA CORE,16.0,NO,1 Y
615,211990.0,16 GB,1 TB,WIN,SSD,DDR5,RYZEN 9 OCTA CORE,16.0,YES,1 Y
616,35590.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 3 DUAL CORE,15.6,NO,2 Y
617,150990.0,16 GB,1 TB,WIN,SSD,DDR4,RYZEN 9 OCTA CORE,15.6,NO,1 Y
618,39890.0,4 GB,256 GB,WIN,SSD,DDR4,INTEL CORE I3,15.0,NO,1 Y
619,139990.0,16 GB,1 TB,WIN,SSD,DDR4,INTEL CORE I7,15.6,NO,2 Y
620,73490.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 7 OCTA CORE,15.6,NO,1 Y
621,194990.0,16 GB,1 TB,WIN,SSD,DDR5,RYZEN 9 OCTA CORE,15.6,NO,1 Y
622,99990.0,16 GB,1 TB,WIN,SSD,DDR4,INTEL CORE I7,15.6,NO,2 Y
623,66700.0,16 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,14.0,NO,1 Y
624,68990.0,8 GB,1 TB,WIN,SSD,DDR4,INTEL CORE I5,15.6,NO,1 Y
626,36990.0,8 GB,256 GB,WIN,SSD,DDR4,INTEL CORE I3,14.0,NO,2 Y
627,39990.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I3,15.6,NO,2 Y
629,105822.0,16 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I7,15.6,NO,1 Y
630,39990.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,15.6,NO,1 Y
631,196990.0,16 GB,1 TB,WIN,SSD,DDR5,RYZEN 9 OCTA CORE,15.6,NO,1 Y
632,28490.0,4 GB,128 GB,CHROME OS,EMMC,DDR4,INTEL CELERON DUAL CORE,11.6,YES,1 Y
633,66990.0,16 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,15.6,NO,1 Y
634,86999.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,15.6,NO,1 Y
635,36990.0,8 GB,256 GB,WIN,SSD,DDR4,INTEL CORE I3,15.6,NO,1 Y
636,38705.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 5 QUAD CORE,15.6,NO,2 Y
637,85990.0,16 GB,1 TB,WIN,SSD,DDR4,RYZEN 7 OCTA CORE,15.6,NO,1 Y
638,23250.0,4 GB,256 GB,WIN,SSD,DDR4,INTEL CELERON DUAL CORE,11.6,NO,1 Y
639,42390.0,8 GB,256 GB,WIN,SSD,DDR4,INTEL CORE I3,14.0,NO,1 Y
640,35590.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 3 DUAL CORE,15.6,NO,2 Y
641,150990.0,16 GB,1 TB,WIN,SSD,DDR4,RYZEN 9 OCTA CORE,15.6,NO,1 Y
642,58990.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,14.0,NO,1 Y
643,110990.0,16 GB,1 TB,WIN,SSD,DDR4,INTEL CORE I7,15.6,YES,1 Y
644,74590.0,8 GB,1 TB,WIN,SSD,DDR4,INTEL CORE I5,15.6,NO,1 Y
645,71990.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 5 HEXA CORE,15.6,NO,1 Y
646,194990.0,16 GB,1 TB,WIN,SSD,DDR5,RYZEN 9 OCTA CORE,15.6,NO,1 Y
647,44990.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 5 HEXA CORE,15.6,NO,2 Y
648,84990.0,16 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,14.0,YES,1 Y
649,119990.0,16 GB,1 TB,WIN,SSD,DDR5,RYZEN 7 OCTA CORE,13.3,YES,1 Y
650,36990.0,8 GB,256 GB,WIN,SSD,DDR4,INTEL CORE I3,14.0,NO,2 Y
651,39990.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I3,15.6,NO,2 Y
652,214990.0,32 GB,1 TB,WIN,SSD,DDR4,INTEL CORE I7,15.6,NO,2 Y
653,48790.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I3,14.0,NO,1 Y
654,76000.0,16 GB,512 GB,WIN,SSD,DDR4,RYZEN 7 OCTA CORE,16.0,NO,1 Y
655,224990.0,32 GB,1 TB,WIN,SSD,DDR4,RYZEN 9 OCTA CORE,13.4,YES,1 Y
656,39990.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,15.6,NO,1 Y
657,196990.0,16 GB,1 TB,WIN,SSD,DDR5,RYZEN 9 OCTA CORE,15.6,NO,1 Y
658,49990.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I3,15.6,NO,1 Y
659,164990.0,16 GB,512 GB,WIN,SSD,DDR5,INTEL CORE I7,13.4,YES,1 Y
660,38705.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 5 QUAD CORE,15.6,NO,2 Y
661,85990.0,16 GB,1 TB,WIN,SSD,DDR4,RYZEN 7 OCTA CORE,15.6,NO,1 Y
662,31490.0,8 GB,256 GB,WIN,SSD,DDR4,RYZEN 3 DUAL CORE,15.6,NO,1 Y
663,48077.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I3,15.6,NO,1 Y
664,154990.0,16 GB,1 TB,WIN,SSD,DDR4,RYZEN 9 OCTA CORE,15.6,NO,1 Y
665,224990.0,32 GB,1 TB,WIN,SSD,DDR4,INTEL CORE I7,15.6,YES,1 Y
666,35590.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 3 DUAL CORE,15.6,NO,2 Y
667,150990.0,16 GB,1 TB,WIN,SSD,DDR4,RYZEN 9 OCTA CORE,15.6,NO,1 Y
668,44990.0,8 GB,1 TB,WIN,HDD,DDR4,INTEL CORE I5,15.6,NO,1 Y
669,65990.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,15.6,NO,1 Y
670,73490.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 7 OCTA CORE,15.6,NO,1 Y
671,194990.0,16 GB,1 TB,WIN,SSD,DDR5,RYZEN 9 OCTA CORE,15.6,NO,1 Y
672,31990.0,8 GB,1 TB,WIN,HDD,DDR4,INTEL CORE I3,14.1,NO,1 Y
673,38980.0,8 GB,256 GB,WIN,SSD,DDR4,INTEL CORE I3,14.0,NO,2 Y
674,68990.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 5 HEXA CORE,15.6,NO,1 Y
675,43090.0,8 GB,256 GB,WIN,SSD,DDR4,INTEL CORE I3,15.6,NO,1 Y
676,39990.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I3,15.6,NO,2 Y
677,39990.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,15.6,NO,1 Y
678,154990.0,16 GB,1 TB,WIN,SSD,DDR4,RYZEN 9 OCTA CORE,15.6,NO,1 Y
679,65990.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,15.6,NO,1 Y
680,196990.0,16 GB,1 TB,WIN,SSD,DDR5,RYZEN 9 OCTA CORE,15.6,NO,1 Y
681,38705.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 5 QUAD CORE,15.6,NO,2 Y
682,49348.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I3,15.6,NO,1 Y
683,221774.0,16 GB,512 GB,WIN,SSD,DDR5,INTEL CORE I7,15.6,NO,1 Y
684,73990.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 5 HEXA CORE,15.6,NO,1 Y
685,77990.0,16 GB,512 GB,WIN,SSD,DDR4,RYZEN 7 OCTA CORE,16.0,NO,1 Y
686,85990.0,16 GB,1 TB,WIN,SSD,DDR4,RYZEN 7 OCTA CORE,15.6,NO,1 Y
687,35590.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 3 DUAL CORE,15.6,NO,2 Y
688,214790.0,16 GB,1 TB,WIN,SSD,DDR4,INTEL CORE I7,15.6,NO,1 Y
689,199990.0,16 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I7,15.6,NO,1 Y
690,150990.0,16 GB,1 TB,WIN,SSD,DDR4,RYZEN 9 OCTA CORE,15.6,NO,1 Y
691,36990.0,8 GB,256 GB,WIN,SSD,DDR4,INTEL CORE I3,14.0,NO,2 Y
692,48077.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I3,15.6,NO,1 Y
693,52414.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 5 HEXA CORE,14.0,NO,1 Y
694,179990.0,16 GB,1 TB,WIN,SSD,DDR5,INTEL CORE I7,16.0,NO,1 Y
695,25990.0,4 GB,64 GB,CHROME OS,EMMC,DDR4,INTEL CELERON DUAL CORE,14.0,YES,1 Y
696,36990.0,8 GB,256 GB,WIN,SSD,DDR4,INTEL CORE I3,14.0,NO,2 Y
697,39990.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I3,15.6,NO,2 Y
698,80615.0,16 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,14.0,YES,1 Y
699,155990.0,16 GB,1 TB,WIN,SSD,DDR5,RYZEN 7 OCTA CORE,15.6,NO,1 Y
700,39990.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,15.6,NO,1 Y
701,196990.0,16 GB,1 TB,WIN,SSD,DDR5,RYZEN 9 OCTA CORE,15.6,NO,1 Y
702,49990.0,16 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I7,14.0,NO,1 Y
703,157990.0,16 GB,1 TB,WIN,SSD,DDR4,INTEL CORE I7,16.0,NO,1 Y
704,92990.0,16 GB,512 GB,WIN,SSD,DDR5,INTEL CORE I5,15.6,NO,1 Y
705,171990.0,16 GB,1 TB,WIN,SSD,DDR5,RYZEN 7 OCTA CORE,16.0,YES,1 Y
706,38705.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 5 QUAD CORE,15.6,NO,2 Y
707,85990.0,16 GB,1 TB,WIN,SSD,DDR4,RYZEN 7 OCTA CORE,15.6,NO,1 Y
708,44990.0,8 GB,1 TB,WIN,HDD,DDR4,INTEL CORE I5,15.6,NO,1 Y
709,151990.0,16 GB,1 TB,WIN,SSD,DDR5,RYZEN 9 OCTA CORE,13.4,YES,1 Y
710,35590.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 3 DUAL CORE,15.6,NO,2 Y
711,150990.0,16 GB,1 TB,WIN,SSD,DDR4,RYZEN 9 OCTA CORE,15.6,NO,1 Y
713,76590.0,16 GB,512 GB,WIN,SSD,DDR5,INTEL CORE I5,13.3,NO,1 Y
714,90000.0,16 GB,512 GB,WIN,SSD,DDR4,RYZEN 7 OCTA CORE,15.6,NO,1 Y
715,23490.0,4 GB,64 GB,CHROME OS,EMMC,DDR4,INTEL CELERON DUAL CORE,11.6,YES,1 Y
716,73490.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 7 OCTA CORE,15.6,NO,1 Y
717,194990.0,16 GB,1 TB,WIN,SSD,DDR5,RYZEN 9 OCTA CORE,15.6,NO,1 Y
718,125990.0,16 GB,512 GB,WIN,SSD,DDR5,INTEL CORE I7,14.0,YES,1 Y
719,50990.0,8 GB,1 TB,WIN,SSD,DDR4,INTEL CORE I5,15.6,NO,1 Y
